Ticker,MAE,RMSE,R2
AAPL,47.4308265204347,57.94875049787154,-1.821385242717032
MSFT,31.76846168044506,45.765901934199405,-0.03869137857376681
GOOGL,73.04728746830733,104.95816416668741,-0.8920805199951964
AMZN,32.605996785780654,40.34018221669064,-1.4644747367273965
TSLA,25.901683218373257,37.014415113374234,0.8154834305775605
NVDA,67.03994640007575,76.00805521298044,-3.4461292394461323
