Date,Adj Close,Close,High,Low,Open,Volume,Return,SMA_10,SMA_20,SMA_50,EMA_20,Momentum_5,Momentum_10,Momentum_20,RSI,MACD,MACD_Signal,BB_High,BB_Low,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Return_Lag_10,Target
2015-03-16,27.83517837524414,28.082000732421875,28.1875,27.56599998474121,27.84650039672852,36856000,0.015623910302048793,28.384500312805176,27.92682523727417,26.84904026031494,27.88364650184862,-0.0217035078536848,-0.0232687117332826,0.01901444796834295,62.21182599998463,0.3420778297000915,0.4492739388874303,29.388129069051104,26.465521405497235,-0.014558891856864986,0.009861619487227413,-0.007430568217838274,0.0020945877110682964,0.022021548839081362,27.88050079345703
2015-03-17,27.63545227050781,27.88050079345703,28.03199958801269,27.72050094604492,27.914499282836918,28892000,-0.007175412495884048,28.2786003112793,27.95832529067993,26.877100257873536,27.88334691057323,-0.004001054228729983,-0.03659358266953405,0.023118881285298265,55.74429607625298,0.3017455877216051,0.4197682686542653,29.384994352763197,26.531656228596663,0.015623910302048793,-0.014558891856864986,0.009861619487227413,-0.02482144645267359,0.00655634105365821,28.308000564575195
2015-03-18,28.05919075012207,28.308000564575195,28.32550048828125,27.674999237060547,27.886499404907227,35324000,0.01533328882020979,28.217750358581544,28.01710033416748,26.92380027770996,27.923790115716272,0.018841456214972352,-0.021043332528174585,0.04332445896885839,53.99093638851648,0.3008101025259897,0.39597663542861017,29.396594648687373,26.63760601964759,-0.007175412495884048,0.015623910302048793,-0.014558891856864986,-0.007430568217838274,-0.0007947862444179776,28.183500289916992
2015-03-19,27.93578720092773,28.183500289916992,28.347999572753903,28.106000900268555,28.22599983215332,24660000,-0.004398059635974505,28.128950309753417,28.060150337219238,26.98083026885986,27.948524418021105,0.00445497794637717,-0.030545395473603798,0.03151249167618331,50.610185439256085,0.28671749133131996,0.37412480660915215,29.40158909834346,26.718711576095014,0.01533328882020979,-0.007175412495884048,0.015623910302048793,0.009861619487227413,0.005360285171260637,28.247499465942383
2015-03-20,27.999223709106445,28.247499465942383,28.354999542236328,28.224000930786133,28.33550071716309,44320000,0.0022708029651052897,28.08920021057129,28.118025302886963,27.04063026428223,27.976998232108848,0.02160939803455464,-0.013876801726967813,0.04272791830323852,43.20605162473207,0.2775141833109558,0.3548026819495129,29.380799470640614,26.85525113513331,-0.004398059635974505,0.01533328882020979,-0.007175412495884048,-0.014558891856864986,-0.014670736254332462,28.26849937438965
2015-03-23,28.020038604736328,28.26849937438965,28.48200035095215,28.152999877929688,28.299999237060547,30234000,0.0007434253949658576,28.04555015563965,28.193950271606447,27.09909023284912,28.0047602456594,0.0066412163344349295,-0.015206429210122274,0.05676633175288415,40.51722650749458,0.26881626592542673,0.3376053987446957,29.28073215001702,27.107168393195874,0.0022708029651052897,-0.004398059635974505,0.01533328882020979,0.015623910302048793,0.0020945877110682964,28.87700080871582
2015-03-24,28.623193740844727,28.87700080871582,29.0939998626709,28.40449905395508,28.427000045776367,79156000,0.021525777731146833,28.13400020599365,28.291175270080565,27.175910263061525,28.0878307754743,0.035741826254880094,0.031597767041070535,0.07219901267578566,49.521046966492065,0.3074796500177648,0.33158024899930955,29.242235609374273,27.340114930786857,0.0007434253949658576,0.0022708029651052897,-0.004398059635974505,-0.007175412495884048,-0.02482144645267359,28.350000381469727
2015-03-25,28.10082244873047,28.350000381469727,29.00349998474121,28.350000381469727,28.87849998474121,53070000,-0.018249832478691164,28.190550231933592,28.340350246429445,27.245850257873535,28.112799309378627,0.0014836730273026788,0.020353083802656435,0.035938081094357255,41.97530864197532,0.2922275134434926,0.3237097018881462,29.185961075861535,27.494739416997355,0.021525777731146833,0.0007434253949658576,0.0022708029651052897,0.01533328882020979,-0.007430568217838274,28.18199920654297
2015-03-26,27.934297561645508,28.18199920654297,28.35950088500977,27.91550064086914,28.232500076293945,49842000,-0.005925967289812317,28.20290012359619,28.351225185394288,27.307690238952638,28.11938977577523,-5.326106972458611e-05,0.00440147959976156,0.007777674407691615,44.536217987674476,0.26354580258979965,0.3116769220284769,29.18194720931199,27.520503161476586,-0.018249832478691164,0.021525777731146833,0.0007434253949658576,-0.004398059635974505,0.009861619487227413,27.877500534057617
2015-03-27,27.632476806640625,27.877500534057617,28.203500747680664,27.84650039672852,28.09149932861328,34552000,-0.010804722200639882,28.225650215148924,28.338525199890135,27.359310264587403,28.096352705135455,-0.01309846672732462,0.008227881326076991,-0.00902901401911238,40.767612161740026,0.213780513345597,0.29209764029190094,29.190875614325435,27.486174785454836,-0.005925967289812317,-0.018249832478691164,0.021525777731146833,0.0022708029651052897,-0.014558891856864986,28.05699920654297
