Date,Adj Close,Close,High,Low,Open,Volume,Return,SMA_10,SMA_20,SMA_50,EMA_20,Momentum_5,Momentum_10,Momentum_20,RSI,MACD,MACD_Signal,BB_High,BB_Low,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Return_Lag_10,Target
2015-03-16,0.5526044368743896,0.5742499828338623,0.577750027179718,0.5682500004768372,0.5720000267028809,236956000,0.01189425138140976,0.5671249985694885,0.5616749972105026,0.5268950009346008,0.5582198755322993,0.015922164819687,0.016371655322267475,0.029583140439767508,59.70588936525902,0.01234096633794457,0.013143989240337748,0.5769600950395058,0.5463898993814994,0.0013233440819764297,-0.009178385439461256,-0.005217324240670451,0.0026606666246571375,0.02447864851472037,0.581250011920929
2015-03-17,0.5593404769897461,0.581250011920929,0.5814999938011169,0.5690000057220459,0.5730000138282776,299900000,0.012189863815967872,0.5698000013828277,0.5627624988555908,0.5284550011157989,0.560413221855026,0.010869606906841245,0.04824171129938559,0.03887405490147278,65.81198206765384,0.012697946774519409,0.013054780747174081,0.5803217808485834,0.5452032168625982,0.01189425138140976,0.0013233440819764297,-0.009178385439461256,0.017249020675351945,-0.01858409534970884,0.5717499852180481
2015-03-18,0.550198495388031,0.5717499852180481,0.5842499732971191,0.5665000081062317,0.581250011920929,413844000,-0.016344131626741754,0.5708999991416931,0.5636999994516373,0.5299950009584427,0.5614929136038852,-0.00043713544258738857,0.019616544697264704,0.03390599064433375,58.74672719055688,0.012075089467622924,0.01285884249126385,0.581065722998802,0.5463342759044726,0.012189863815967872,0.01189425138140976,0.0013233440819764297,-0.005217324240670451,0.011271459016404028,0.5805000066757202
2015-03-19,0.5586189031600952,0.5805000066757202,0.5824999809265137,0.5695000290870667,0.5737500190734863,310756000,0.015303929486478518,0.5717999994754791,0.5650000005960465,0.5320100009441375,0.56330311294406,0.024261167943964157,0.015748037244611268,0.046889131917713156,64.35642629473372,0.01214749540365656,0.012716573073742393,0.5833317365405133,0.5466682646515797,-0.016344131626741754,0.012189863815967872,0.01189425138140976,-0.009178385439461256,0.019170745541158052,0.5867499709129333
2015-03-20,0.5646331310272217,0.5867499709129333,0.5902500152587891,0.5797500014305115,0.5852500200271606,462084000,0.010766518803339897,0.5740999937057495,0.5664124995470047,0.5341750001907348,0.5655361470363336,0.03392066227850443,0.04079812174804465,0.05058187901377531,61.599985758463546,0.01256436335076938,0.012686131129147791,0.5868660804093042,0.5459589186847051,0.015303929486478518,-0.016344131626741754,0.012189863815967872,0.0013233440819764297,-0.013560760599066857,0.5677499771118164
2015-03-23,0.5463492274284363,0.5677499771118164,0.5767499804496765,0.5674999952316284,0.5692499876022339,426012000,-0.032381754994473266,0.574349993467331,0.5670999974012375,0.5356000000238419,0.5657469879959034,-0.011319122187812836,0.004422817702785853,0.024819416223092583,56.47921560855043,0.011232116643138723,0.012395328231945977,0.5867035617406486,0.5474964330618264,0.010766518803339897,0.015303929486478518,-0.016344131626741754,0.01189425138140976,0.0026606666246571375,0.5600000023841858
2015-03-24,0.5388914942741394,0.5600000023841858,0.5699999928474426,0.5575000047683716,0.5659999847412109,330480000,-0.013650330321553272,0.5728499948978424,0.5672124981880188,0.5368300002813339,0.5651996560328826,-0.03655915544245003,-0.026086932184114286,0.004034093750761469,49.6385514481784,0.009442100678624055,0.011804682721281594,0.5866149279868663,0.5478100683891712,-0.032381754994473266,0.010766518803339897,0.015303929486478518,0.012189863815967872,0.017249020675351945,0.5260000228881836
2015-03-25,0.5061730146408081,0.5260000228881836,0.5597500205039978,0.5242499709129333,0.5597500205039978,542552000,-0.06071424884151455,0.5682499945163727,0.5658374994993209,0.5375050008296967,0.5614663576381493,-0.08001742634486797,-0.08041958333437538,-0.04968378308905841,32.086609831018365,0.0052198151548517036,0.010487709207995617,0.5920382661989712,0.5396367327996707,-0.013650330321553272,-0.032381754994473266,0.010766518803339897,-0.016344131626741754,-0.005217324240670451,0.5242499709129333
2015-03-26,0.504489004611969,0.5242499709129333,0.5264999866485596,0.5115000009536743,0.515250027179718,311920000,-0.003327094865207436,0.563999992609024,0.5642999976873397,0.5381600004434586,0.5579219398547954,-0.0968992852987327,-0.07498900718905122,-0.05540546998798779,33.67766101506224,0.0017126663372910578,0.008732700633854704,0.5961733453768755,0.532426649997804,-0.06071424884151455,-0.013650330321553272,-0.032381754994473266,0.015303929486478518,-0.009178385439461256,0.534500002861023
2015-03-27,0.5143528580665588,0.534500002861023,0.5364999771118164,0.518750011920929,0.5272499918937683,318288000,0.019551802607141955,0.5606999933719635,0.5634499967098237,0.53898000061512,0.5556912791887219,-0.08904980083870118,-0.05814976678041439,-0.03082505686218029,38.150304684072594,-0.0002369510291814203,0.00693877030124748,0.5975869474656513,0.529313045953996,-0.003327094865207436,-0.06071424884151455,-0.013650330321553272,0.010766518803339897,0.0013233440819764297,0.5367500185966492
