Date,Adj Close,Close,High,Low,Open,Volume,Return,SMA_10,SMA_20,SMA_50,EMA_20,Momentum_5,Momentum_10,Momentum_20,RSI,MACD,MACD_Signal,BB_High,BB_Low,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,Return_Lag_10,Target,Predicted_Price,Expected_Return,Signal,Actual_Return,Strategy_Return,Cumulative_Strategy,Cumulative_Buy_Hold
2015-03-16,13.046667098999023,13.046667098999023,13.060667037963867,12.653332710266112,12.800000190734863,84432000,0.037205883869277,12.979333305358889,13.358666610717773,13.61617332458496,13.244794174987575,0.0252515104943771,-0.0082601839040662,-0.0396034807964531,40.93166040568219,-0.299101401638234,-0.2464014681792518,14.376463187682656,12.340870033752893,-0.0125084966332779,-0.0137813909172639,0.0179697860817062,-0.0154734743706906,-0.0295564471649225,12.982000350952148,13.108667896722762,0.004752232677761493,HOLD,-0.00495657224609003,0.0,1.0,0.99504342775391
2015-03-17,12.982000350952148,12.982000350952148,13.247332572937012,12.929332733154297,13.028667449951172,73411500,-0.00495657224609,12.947133350372315,13.326599979400635,13.583399982452391,13.219766191746109,0.0231715504393605,-0.024203213489646,-0.0470760442699036,40.3915985051345,-0.2824964977930229,-0.253620474102006,14.349684654720676,12.303515304080594,0.037205883869277,-0.0125084966332779,-0.0137813909172639,-0.0029337926038629,0.0113009180704646,13.380666732788086,13.272281808773176,0.02236030272482139,BUY,0.030709164308927006,0.030709164308927006,1.030709164308927,1.0256003798713227
2015-03-18,13.380666732788086,13.380666732788086,13.392000198364258,12.87399959564209,12.997332572937012,72313500,0.030709164308927,12.935599994659423,13.314099979400634,13.570893325805663,13.235090052797725,0.0359760261228192,-0.0085457583470173,-0.0183409957048273,43.45983556355992,-0.2344651780209119,-0.2497894148857872,14.32760638105893,12.30059357774234,-0.00495657224609,0.037205883869277,-0.0125084966332779,0.0179697860817062,0.0144317792040358,13.043333053588867,13.206401621375571,-0.01302364933620941,HOLD,-0.025210528438961433,0.0,1.030709164308927,0.999744452327567
2015-03-19,13.043333053588867,13.043333053588867,13.63933277130127,12.968667030334473,13.466667175292969,127128000,-0.0252105284389614,12.902400016784668,13.26056661605835,13.550053329467774,13.2168274814445,0.0239702574598736,-0.0248217956823407,-0.0758585264657792,42.423653051594734,-0.2210716434572752,-0.2440458606000848,14.2070654360508,12.3140677960659,0.030709164308927,-0.00495657224609,0.037205883869277,-0.0137813909172639,-0.0089409791781582,13.20533275604248,13.219377662979987,0.013496903641717658,HOLD,0.012420115455768377,0.0,1.030709164308927,1.0121613938517393
2015-03-20,13.20533275604248,13.20533275604248,13.265999794006348,13.041333198547363,13.16333293914795,64042500,0.0124201154557683,12.930399990081789,13.197133255004882,13.53289333343506,13.215732745691929,0.0498197531283528,0.0216628641189671,-0.0876514593806493,50.79499912810756,-0.195135745316163,-0.2342638375433005,13.951836334836202,12.442430175173564,-0.0252105284389614,0.030709164308927,-0.00495657224609,-0.0125084966332779,-0.0336440083328029,13.308667182922363,13.255690179031006,0.0038134156797740276,HOLD,0.007825204316233458,0.0,1.030709164308927,1.0200817635596329
2015-03-23,13.308667182922363,13.308667182922363,13.366666793823242,13.164667129516602,13.233332633972168,39474000,0.0078252043162334,12.988733386993408,13.17143325805664,13.518240013122558,13.224583644475778,0.0200817635596328,0.0458403689172817,-0.03718529386785,50.07529485613357,-0.1643486258782509,-0.2202807952102906,13.86931379533095,12.473552720782331,0.0124201154557683,-0.0252105284389614,0.030709164308927,0.037205883869277,-0.0154734743706906,13.447999954223633,13.393314669366497,0.006360327843553914,HOLD,0.010469325694766773,0.0,1.030709164308927,1.0307613317776307
2015-03-24,13.447999954223633,13.447999954223633,13.586000442504885,13.31666660308838,13.43866729736328,54748500,0.0104693256947667,13.064733409881592,13.163466596603394,13.51165334701538,13.245861388261288,0.0358958242700484,0.0598991366120449,-0.0117093648636914,49.21224892508257,-0.1272398795951339,-0.2016726120872593,13.843812940162415,12.483120253044373,0.0078252043162334,0.0124201154557683,-0.0252105284389614,-0.00495657224609,-0.0029337926038629,12.953332901000977,13.259019667875748,-0.01405266857459585,HOLD,-0.036783689389238594,0.0,1.030709164308927,0.9928461271150845
2015-03-25,12.953332901000977,12.953332901000977,13.239333152770996,12.846667289733888,13.218000411987305,85956000,-0.0367836893892385,13.068466663360596,13.13193325996399,13.501106662750244,13.218001532331732,-0.0319366620752886,0.0028904098584343,-0.046427175337914,43.831616265165536,-0.1361766680395675,-0.1885734232777209,13.788248180753628,12.475618339174352,0.0104693256947667,0.0078252043162334,0.0124201154557683,0.030709164308927,0.0179697860817062,12.694000244140623,12.812920448229544,-0.010839870622068384,HOLD,-0.020020535165919617,0.0,1.030709164308927,0.9729688163128298
2015-03-26,12.694000244140623,12.694000244140623,12.986000061035156,12.646666526794434,12.928000450134276,61920000,-0.0200205351659196,13.064066696166991,13.075999927520751,13.482653331756593,13.168096647742104,-0.0267824802152181,-0.0034542057015171,-0.0809884620783285,46.41899883728552,-0.1623140598975467,-0.1833215506016861,13.67632884632462,12.475671008716883,-0.0367836893892385,0.0104693256947667,0.0078252043162334,-0.0252105284389614,-0.0137813909172639,12.333333015441896,12.530922253148177,-0.01284685582606013,HOLD,-0.028412417028683024,0.0,1.030709164308927,0.9453244205478456
2015-03-27,12.333333015441896,12.333333015441896,12.619333267211914,12.09333324432373,12.604666709899902,129073500,-0.028412417028683,13.039533329010007,13.014866590499878,13.472399997711182,13.088595349427798,-0.066033908929828,-0.0195039488424593,-0.0901937712037064,44.21942670447611,-0.209713515524097,-0.1885999435861683,13.656949379104931,12.372783801894824,-0.0200205351659196,-0.0367836893892385,0.0104693256947667,0.0124201154557683,-0.0125084966332779,12.704667091369627,12.524712667159834,0.015517269458168505,HOLD,0.030108169094502202,0.0,1.030709164308927,0.9737864080508625
2015-03-30,12.704667091369627,12.704667091369627,12.81666660308838,12.119999885559082,12.390000343322754,151342500,0.0301081690945022,13.00533332824707,12.99233331680298,13.470666675567626,13.052030753422258,-0.0453839654452992,-0.0262135919491374,-0.0342572467629175,50.22374288809473,-0.2148378520176255,-0.1938475252724598,13.645201004046282,12.339465629559676,-0.028412417028683,-0.0200205351659196,-0.0367836893892385,0.0078252043162334,0.037205883869277,12.584667205810549,12.635504330148233,-0.00544388615018308,HOLD,-0.009445338842494766,0.0,1.030709164308927,0.9645886654666062
